epoch,train_loss,val_loss,val_mse_reg,val_iou_row
1,0.23425219154916704,0.12742184873284965,0.0036927270943876997,0.546273211466855
2,0.11978458588011563,0.1239062981872723,0.0029816788838020174,0.492914782258971
3,0.10105327202007175,0.13297404785608424,0.0027027704375635446,0.47908405143896055
4,0.08433842898346483,0.128114125338094,0.0025798920461715296,0.45561030815387593
5,0.07281567179597914,0.14221906700524792,0.002521229546581363,0.5464343510825058
6,0.06101315263658762,0.13874388845830127,0.0025711931039354412,0.527828431848822
7,0.053604555940255524,0.14443770192306618,0.0024522199929723964,0.5524511799730104
8,0.048622585367411375,0.17688599408700548,0.0024253923690813624,0.5419825212708835
9,0.043220065776258705,0.17101475724886203,0.0025841149597846226,0.5474964606350866
10,0.03867474530125037,0.17620548451768941,0.0024578743092394596,0.5595671015566793
11,0.03568413934321143,0.18484047903069134,0.002489269048714175,0.5527336104162808
12,0.03124570057610981,0.19080276890047665,0.0024616695812036253,0.5579905453427084
13,0.02906518480973318,0.19180876556141624,0.0024903949213631706,0.5516842850323381
14,0.027220358799677342,0.21010156232735205,0.0025710578775033355,0.5619175906839042
15,0.025839824129361658,0.22029167516478176,0.0026422544816059284,0.5417109974499407
16,0.024637213740497828,0.20496198329432258,0.0025322824307107204,0.5464040020416523
17,0.02296781708835624,0.21671881346867003,0.0025832990850803666,0.5645370606718392
18,0.021821046959375964,0.21601261712353806,0.0024687044667722337,0.5639609396457672
19,0.020672437520697712,0.22532274959416226,0.0024645109219348124,0.5537013504011877
20,0.020281222194898873,0.20467177521565866,0.002560257714980378,0.5659939143164404
21,0.020380054083652795,0.2467214616722074,0.0026403707251402325,0.5593396856867033
22,0.0191068110417109,0.23463774421091738,0.002526456313528891,0.5479962897711786
